"(333, 396)","(208, 396)","(341, 296)","(217, 296)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07899744808673859, 0.17793315649032593, 0.675000011920929)","(-0.308783620595932, 0.2530604898929596, 0.9600000381469727)","(-0.07254859060049057, 0.06972429156303406, 0.6980000138282776)","(-0.22005964815616608, 0.07162223011255264, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(333, 396)","(208, 396)","(341, 296)","(217, 296)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07899744808673859, 0.17793315649032593, 0.675000011920929)","(-0.308783620595932, 0.2530604898929596, 0.9600000381469727)","(-0.07254859060049057, 0.06972429156303406, 0.6980000138282776)","(-0.22005964815616608, 0.07162223011255264, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(333, 396)","(208, 396)","(341, 296)","(217, 296)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07899744808673859, 0.17793315649032593, 0.675000011920929)","(-0.308783620595932, 0.2530604898929596, 0.9600000381469727)","(-0.07254859060049057, 0.06972429156303406, 0.6980000138282776)","(-0.22005964815616608, 0.07162223011255264, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(333, 396)","(208, 396)","(341, 296)","(217, 296)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07899744808673859, 0.17793315649032593, 0.675000011920929)","(-0.308783620595932, 0.2530604898929596, 0.9600000381469727)","(-0.07254859060049057, 0.06972429156303406, 0.6980000138282776)","(-0.22005964815616608, 0.07162223011255264, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(333, 396)","(208, 396)","(341, 296)","(217, 296)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07899744808673859, 0.17793315649032593, 0.675000011920929)","(-0.308783620595932, 0.2530604898929596, 0.9600000381469727)","(-0.07254859060049057, 0.06972429156303406, 0.6980000138282776)","(-0.22005964815616608, 0.07162223011255264, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(333, 396)","(208, 396)","(341, 296)","(217, 296)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07899744808673859, 0.17793315649032593, 0.675000011920929)","(-0.308783620595932, 0.2530604898929596, 0.9600000381469727)","(-0.07254859060049057, 0.06972429156303406, 0.6980000138282776)","(-0.22005964815616608, 0.07162223011255264, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(334, 399)","(229, 399)","(347, 293)","(235, 293)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07789251953363419, 0.18124836683273315, 0.675000011920929)","(-0.2754957973957062, 0.25750693678855896, 0.9590000510215759)","(-0.06569312512874603, 0.06629613786935806, 0.6980000138282776)","(-0.19976578652858734, 0.06838569790124893, 0.7200000286102295)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(334, 399)","(229, 399)","(347, 293)","(235, 293)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07789251953363419, 0.18124836683273315, 0.675000011920929)","(-0.2754957973957062, 0.25750693678855896, 0.9590000510215759)","(-0.06569312512874603, 0.06629613786935806, 0.6980000138282776)","(-0.19976578652858734, 0.06838569790124893, 0.7200000286102295)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(334, 399)","(229, 399)","(347, 293)","(235, 293)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07789251953363419, 0.18124836683273315, 0.675000011920929)","(-0.2754957973957062, 0.25750693678855896, 0.9590000510215759)","(-0.06569312512874603, 0.06629613786935806, 0.6980000138282776)","(-0.19976578652858734, 0.06838569790124893, 0.7200000286102295)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(334, 399)","(229, 399)","(347, 293)","(235, 293)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07789251953363419, 0.18124836683273315, 0.675000011920929)","(-0.2754957973957062, 0.25750693678855896, 0.9590000510215759)","(-0.06569312512874603, 0.06629613786935806, 0.6980000138282776)","(-0.19976578652858734, 0.06838569790124893, 0.7200000286102295)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(328, 388)","(209, 388)","(326, 297)","(217, 297)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.0851481705904007, 0.17034518718719482, 0.6800000071525574)","(-0.3075321614742279, 0.24073782563209534, 0.9610000252723694)","(-0.0, 0.0, 0.0)","(-0.22005964815616608, 0.0727960467338562, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(328, 388)","(209, 388)","(326, 297)","(217, 297)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.0851481705904007, 0.17034518718719482, 0.6800000071525574)","(-0.3075321614742279, 0.24073782563209534, 0.9610000252723694)","(-0.0, 0.0, 0.0)","(-0.22005964815616608, 0.0727960467338562, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(328, 388)","(209, 388)","(326, 297)","(217, 297)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.0851481705904007, 0.17034518718719482, 0.6800000071525574)","(-0.3075321614742279, 0.24073782563209534, 0.9610000252723694)","(-0.0, 0.0, 0.0)","(-0.22005964815616608, 0.0727960467338562, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(329, 398)","(212, 398)","(333, 302)","(219, 302)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.08366432785987854, 0.18067705631256104, 0.6770000457763672)","(-0.3024978041648865, 0.2562038004398346, 0.9600000381469727)","(-0.08192328363656998, 0.07680003345012665, 0.7000000476837158)","(-0.21801593899726868, 0.07877489179372787, 0.718000054359436)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(329, 398)","(212, 398)","(333, 302)","(219, 302)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.08366432785987854, 0.18067705631256104, 0.6770000457763672)","(-0.3024978041648865, 0.2562038004398346, 0.9600000381469727)","(-0.08192328363656998, 0.07680003345012665, 0.7000000476837158)","(-0.21801593899726868, 0.07877489179372787, 0.718000054359436)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(329, 398)","(212, 398)","(333, 302)","(219, 302)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.08366432785987854, 0.18067705631256104, 0.6770000457763672)","(-0.3024978041648865, 0.2562038004398346, 0.9600000381469727)","(-0.08192328363656998, 0.07680003345012665, 0.7000000476837158)","(-0.21801593899726868, 0.07877489179372787, 0.718000054359436)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(329, 398)","(212, 398)","(333, 302)","(219, 302)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.08366432785987854, 0.18067705631256104, 0.6770000457763672)","(-0.3024978041648865, 0.2562038004398346, 0.9600000381469727)","(-0.08192328363656998, 0.07680003345012665, 0.7000000476837158)","(-0.21801593899726868, 0.07877489179372787, 0.718000054359436)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(335, 396)","(213, 396)","(341, 300)","(219, 300)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07678759098052979, 0.17793315649032593, 0.675000011920929)","(-0.30123981833457947, 0.25332409143447876, 0.9610000252723694)","(-0.07265253365039825, 0.0744016021490097, 0.6990000605583191)","(-0.21771228313446045, 0.07631751894950867, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(335, 396)","(213, 396)","(341, 300)","(219, 300)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07678759098052979, 0.17793315649032593, 0.675000011920929)","(-0.30123981833457947, 0.25332409143447876, 0.9610000252723694)","(-0.07265253365039825, 0.0744016021490097, 0.6990000605583191)","(-0.21771228313446045, 0.07631751894950867, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(335, 396)","(213, 396)","(341, 300)","(219, 300)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07678759098052979, 0.17793315649032593, 0.675000011920929)","(-0.30123981833457947, 0.25332409143447876, 0.9610000252723694)","(-0.07265253365039825, 0.0744016021490097, 0.6990000605583191)","(-0.21771228313446045, 0.07631751894950867, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(335, 396)","(213, 396)","(341, 300)","(219, 300)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07678759098052979, 0.17793315649032593, 0.675000011920929)","(-0.30123981833457947, 0.25332409143447876, 0.9610000252723694)","(-0.07265253365039825, 0.0744016021490097, 0.6990000605583191)","(-0.21771228313446045, 0.07631751894950867, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(333, 393)","(206, 393)","(335, 299)","(221, 299)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07899744808673859, 0.1746179610490799, 0.675000011920929)","(-0.31192654371261597, 0.24834555387496948, 0.9600000381469727)","(-0.07951781898736954, 0.07325724512338638, 0.6990000605583191)","(-0.21536493301391602, 0.07514369487762451, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(333, 393)","(206, 393)","(335, 299)","(221, 299)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07899744808673859, 0.1746179610490799, 0.675000011920929)","(-0.31192654371261597, 0.24834555387496948, 0.9600000381469727)","(-0.07951781898736954, 0.07325724512338638, 0.6990000605583191)","(-0.21536493301391602, 0.07514369487762451, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(333, 393)","(206, 393)","(335, 299)","(221, 299)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07899744808673859, 0.1746179610490799, 0.675000011920929)","(-0.31192654371261597, 0.24834555387496948, 0.9600000381469727)","(-0.07951781898736954, 0.07325724512338638, 0.6990000605583191)","(-0.21536493301391602, 0.07514369487762451, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(333, 393)","(206, 393)","(335, 299)","(221, 299)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.07899744808673859, 0.1746179610490799, 0.675000011920929)","(-0.31192654371261597, 0.24834555387496948, 0.9600000381469727)","(-0.07951781898736954, 0.07325724512338638, 0.6990000605583191)","(-0.21536493301391602, 0.07514369487762451, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
