"(381, 465)","(251, 465)","(382, 359)","(257, 359)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.023692600429058075, 0.19990575313568115, 0.5580000281333923)","(-0.214185431599617, 0.2984256148338318, 0.8330000638961792)","(-0.022403914481401443, 0.10063599795103073, 0.5490000247955322)","(-0.17379406094551086, 0.12886540591716766, 0.703000009059906)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(381, 465)","(251, 465)","(382, 359)","(257, 359)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.023777520284056664, 0.20062224566936493, 0.5600000023841858)","(-0.21367117762565613, 0.2977091073989868, 0.831000030040741)","(-0.022444721311330795, 0.10081930458545685, 0.550000011920929)","(-0.17354683578014374, 0.12868209183216095, 0.7020000219345093)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(396, 470)","(268, 470)","(412, 367)","(266, 367)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.00969453901052475, 0.200845405459404, 0.5480000376701355)","(-0.18896931409835815, 0.302367627620697, 0.8250000476837158)","(0.0045830425806343555, 0.10316844284534454, 0.5250000357627869)","(-0.1649729460477829, 0.13952304422855377, 0.7100000381469727)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(396, 470)","(268, 470)","(412, 367)","(266, 367)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.009729919955134392, 0.20157840847969055, 0.550000011920929)","(-0.18896931409835815, 0.302367627620697, 0.8250000476837158)","(0.004574312828481197, 0.10297194123268127, 0.5240000486373901)","(-0.16520529985427856, 0.13971954584121704, 0.7110000252723694)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(396, 470)","(268, 470)","(412, 367)","(266, 367)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.009747610427439213, 0.20194490253925323, 0.5509999990463257)","(-0.18919837474822998, 0.3027341365814209, 0.8260000348091125)","(0.004574312828481197, 0.10297194123268127, 0.5240000486373901)","(-0.16543765366077423, 0.1399160623550415, 0.7120000123977661)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(396, 470)","(268, 470)","(412, 367)","(266, 367)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.009747610427439213, 0.20194490253925323, 0.5509999990463257)","(-0.18919837474822998, 0.3027341365814209, 0.8260000348091125)","(0.004574312828481197, 0.10297194123268127, 0.5240000486373901)","(-0.16543765366077423, 0.1399160623550415, 0.7120000123977661)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(396, 470)","(268, 470)","(412, 367)","(266, 367)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.00969453901052475, 0.200845405459404, 0.5480000376701355)","(-0.18919837474822998, 0.3027341365814209, 0.8260000348091125)","(0.0045830425806343555, 0.10316844284534454, 0.5250000357627869)","(-0.16543765366077423, 0.1399160623550415, 0.7120000123977661)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(396, 470)","(268, 470)","(412, 367)","(266, 367)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.00971222948282957, 0.20121189951896667, 0.5490000247955322)","(-0.1885112076997757, 0.30163460969924927, 0.8230000138282776)","(0.004565583076328039, 0.10277541726827621, 0.5230000019073486)","(-0.16543765366077423, 0.1399160623550415, 0.7120000123977661)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(383, 469)","(261, 469)","(392, 370)","(266, 370)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.021888937801122665, 0.20395436882972717, 0.5590000152587891)","(-0.19898663461208344, 0.30173569917678833, 0.8270000219345093)","(-0.013071171008050442, 0.10838690400123596, 0.5380000472068787)","(-0.16659943759441376, 0.14444869756698608, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(383, 469)","(261, 469)","(392, 370)","(266, 370)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.021888937801122665, 0.20395436882972717, 0.5590000152587891)","(-0.19874602556228638, 0.30137085914611816, 0.8260000348091125)","(-0.013071171008050442, 0.10838690400123596, 0.5380000472068787)","(-0.16659943759441376, 0.14444869756698608, 0.7170000076293945)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(383, 469)","(261, 469)","(392, 370)","(266, 370)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.0219280943274498, 0.20431920886039734, 0.5600000023841858)","(-0.1992272585630417, 0.3021005690097809, 0.8280000686645508)","(-0.013071171008050442, 0.10838690400123596, 0.5380000472068787)","(-0.1663670837879181, 0.14424724876880646, 0.7160000205039978)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(383, 469)","(261, 469)","(392, 370)","(266, 370)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.02196725457906723, 0.2046840786933899, 0.5610000491142273)","(-0.19898663461208344, 0.30173569917678833, 0.8270000219345093)","(-0.013071171008050442, 0.10838690400123596, 0.5380000472068787)","(-0.16613472998142242, 0.14404578506946564, 0.7150000333786011)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
"(383, 469)","(261, 469)","(392, 370)","(266, 370)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-0.022006411105394363, 0.20504893362522125, 0.562000036239624)","(-0.19946786761283875, 0.30246543884277344, 0.8290000557899475)","(-0.013071171008050442, 0.10838690400123596, 0.5380000472068787)","(-0.1663670837879181, 0.14424724876880646, 0.7160000205039978)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0)"
