"(225, 307)","(205, 407)","(335, 310)","(332, 408)","(-0.21067020297050476, 0.08453428745269775, 0.7170000076293945)","(-0.3151307702064514, 0.27175667881965637, 0.9650000333786011)","(-0.07542248070240021, 0.08142394572496414, 0.6630000472068787)","(-0.07950901985168457, 0.1897776871919632, 0.6700000166893005)"
"(225, 307)","(205, 407)","(335, 310)","(332, 408)","(-0.21067020297050476, 0.08453428745269775, 0.7170000076293945)","(-0.3151307702064514, 0.27175667881965637, 0.9650000333786011)","(-0.07542248070240021, 0.08142394572496414, 0.6630000472068787)","(-0.07950901985168457, 0.1897776871919632, 0.6700000166893005)"
"(225, 308)","(205, 407)","(335, 310)","(332, 408)","(-0.21067020297050476, 0.08570810407400131, 0.7170000076293945)","(-0.3151307702064514, 0.27175667881965637, 0.9650000333786011)","(-0.07542248070240021, 0.08142394572496414, 0.6630000472068787)","(-0.07950901985168457, 0.1897776871919632, 0.6700000166893005)"
"(225, 308)","(205, 407)","(335, 310)","(332, 408)","(-0.21067020297050476, 0.08570810407400131, 0.7170000076293945)","(-0.3151307702064514, 0.27175667881965637, 0.9650000333786011)","(-0.07542248070240021, 0.08142394572496414, 0.6630000472068787)","(-0.07950901985168457, 0.1897776871919632, 0.6700000166893005)"
"(225, 308)","(205, 407)","(335, 310)","(333, 408)","(-0.21067020297050476, 0.08570810407400131, 0.7170000076293945)","(-0.3151307702064514, 0.27175667881965637, 0.9650000333786011)","(-0.07542248070240021, 0.08142394572496414, 0.6630000472068787)","(-0.07829524576663971, 0.18949444591999054, 0.6690000295639038)"
"(225, 308)","(205, 407)","(335, 310)","(333, 408)","(-0.21067020297050476, 0.08570810407400131, 0.7170000076293945)","(-0.3151307702064514, 0.27175667881965637, 0.9650000333786011)","(-0.07542248070240021, 0.08142394572496414, 0.6630000472068787)","(-0.07829524576663971, 0.18949444591999054, 0.6690000295639038)"
"(-1, -1)","(205, 407)","(335, 310)","(332, 408)","(-1.0, -1.0, -1.0)","(-0.3151307702064514, 0.27175667881965637, 0.9650000333786011)","(-0.07542248070240021, 0.08142394572496414, 0.6630000472068787)","(-0.07950901985168457, 0.1897776871919632, 0.6700000166893005)"
"(225, 308)","(205, 407)","(335, 310)","(332, 408)","(-0.21067020297050476, 0.08570810407400131, 0.7170000076293945)","(-0.3151307702064514, 0.27175667881965637, 0.9650000333786011)","(-0.07542248070240021, 0.08142394572496414, 0.6630000472068787)","(-0.07950901985168457, 0.1897776871919632, 0.6700000166893005)"
"(225, 308)","(205, 407)","(335, 310)","(332, 408)","(-0.21067020297050476, 0.08570810407400131, 0.7170000076293945)","(-0.3151307702064514, 0.27175667881965637, 0.9650000333786011)","(-0.07542248070240021, 0.08142394572496414, 0.6630000472068787)","(-0.07950901985168457, 0.1897776871919632, 0.6700000166893005)"
"(225, 308)","(204, 408)","(335, 310)","(332, 408)","(-0.21067020297050476, 0.08570810407400131, 0.7170000076293945)","(-0.3167104125022888, 0.2733365297317505, 0.9650000333786011)","(-0.07542248070240021, 0.08142394572496414, 0.6630000472068787)","(-0.07950901985168457, 0.1897776871919632, 0.6700000166893005)"
